"icao","call_sign","time","lat","lon","baro_alt","geo_alt","velocity","heading","vertical_rate","diff_time","Time"
"4aaa15","SEJPU",1623061850,59.4500008275953,18.1071735250539,388.62,495.3,53.4081083434698,69.1209831194426,-4.55168,10,0.412162162162162
"4aaa15","SEJPU",1623061860,59.4490232306012,18.1163603683998,350.52,457.2,55.1319820578488,130.079383963636,-3.2512,10,0.41554054054054
"4aaa15","SEJPU",1623061870,59.4445953369141,18.1188354492188,327.66,419.1,56.5045955467049,190.491477012332,-3.2512,10,0.418918918918919
"4aaa15","SEJPU",1623061880,59.4395141601562,18.1151733398438,320.04,411.48,59.9939643318359,202.166345822082,-0.65024,10,0.422297297297297
"4aaa15","SEJPU",1623061890,59.4346385891155,18.1113407529634,312.42,396.24,61.617421380524,202.06789956241,-0.65024,10,0.425675675675676
"4aaa15","SEJPU",1623061900,59.4293975830078,18.1070251464844,320.04,403.86,63.4353468187325,202.405408883365,1.30048,10,0.429054054054054
"4aaa15","SEJPU",1623061910,59.424024678893,18.1027221679688,327.66,419.1,63.6332085139576,202.833654177918,2.60096,10,0.432432432432432
"4aaa15","SEJPU",1623061920,59.4187316894531,18.0986938476562,381,464.82,60.4706984974716,201.982438203119,3.57632,10,0.435810810810811
"4aaa15","SEJPU",1623061930,59.4138336181641,18.0947570800781,403.86,495.3,62.2881011360417,202.328656378019,2.92608,10,0.439189189189189
"4aaa15","SEJPU",1623061940,59.4086158881753,18.0907887425916,403.86,495.3,62.6798873604916,200.666123430953,-1.6256,10,0.442567567567568
"4aaa15","SEJPU",1623061950,59.4032623808263,18.0868109341325,403.86,495.3,64.0084943710943,201.20281864381,-0.65024,10,0.445945945945946
"4aaa15","SEJPU",1623061960,59.3977661132812,18.0823974609375,403.86,495.3,64.107649136846,202.65523270868,1.30048,10,0.449324324324324
"4aaa15","SEJPU",1623061970,59.3925476074219,18.0782775878906,403.86,502.92,64.9687985273705,200.87464682645,-0.65024,10,0.452702702702703
